ID;hist_plan;data;grupa;podgrupa;sprzet;klient;region;ilosc;cena_hurt;obrot
16677;plan;032007;FS;mikrofalowki;mikrofalowki mechanicznie;AVANS;Poludnie;42;230;7598,06
16678;hist;032007;FS;mikrofalowki;mikrofalowki mechanicznie;AVANS;Wschod;45;230;8000,00
16679;plan;032007;FS;mikrofalowki;mikrofalowki mechanicznie;AVANS;Wschod;90;230;16404,75
16680;plan;032007;FS;mikrofalowki;mikrofalowki mechanicznie;AVANS;Zachod;108;230;18999,57
16681;plan;032007;FS;mikrofalowki;mikrofalowki mechanicznie;E-WORLD;Sieci;2;230;298,05
16682;plan;032007;FS;mikrofalowki;mikrofalowki mechanicznie;G7;Polnoc;10;230;1717,36
16683;hist;032007;FS;mikrofalowki;mikrofalowki mechanicznie;G7;Poludnie;20;230;3467,20
16684;plan;032007;FS;mikrofalowki;mikrofalowki mechanicznie;G7;Poludnie;30;230;5099,71
16685;plan;032007;FS;mikrofalowki;mikrofalowki mechanicznie;G7;Sieci;12;230;2074,46
16686;hist;032007;FS;mikrofalowki;mikrofalowki mechanicznie;G7;Zachod;10;230;1500,00
16687;hist;032007;FS;mikrofalowki;mikrofalowki mechanicznie;MEDIA EXPERT;Polnoc;30;230;5312,70
16688;plan;032007;FS;mikrofalowki;mikrofalowki mechanicznie;MEDIA EXPERT;Polnoc;29;230;5330,92
16689;hist;032007;FS;mikrofalowki;mikrofalowki mechanicznie;MEDIA EXPERT;Poludnie;36;230;6651,54
16690;plan;032007;FS;mikrofalowki;mikrofalowki mechanicznie;MEDIA EXPERT;Poludnie;30;230;5462,48
16691;hist;032007;FS;mikrofalowki;mikrofalowki mechanicznie;MEDIA EXPERT;Zachod;100;230;16200,00
16692;plan;032007;FS;mikrofalowki;mikrofalowki mechanicznie;MEDIA EXPERT;Zachod;12;230;2195,63
16693;hist;032007;FS;mikrofalowki;mikrofalowki mechanicznie;MEDIA MARKT;Sieci;70;230;13704,59
16694;plan;032007;FS;mikrofalowki;mikrofalowki mechanicznie;MEDIA MARKT;Sieci;244;230;43735,28
16695;hist;032007;FS;mikrofalowki;mikrofalowki mechanicznie;NEONET;Zachod;552;230;91081,12
16696;plan;032007;FS;mikrofalowki;mikrofalowki mechanicznie;NEONET;Zachod;120;230;21037,75
16697;plan;032007;FS;mikrofalowki;mikrofalowki mechanicznie;OKAY;Sieci;5;230;894,99
16698;plan;032007;FS;mikrofalowki;mikrofalowki mechanicznie;PARTNER;Polnoc;6;230;1102,17
16699;plan;032007;FS;mikrofalowki;mikrofalowki mechanicznie;PARTNER;Poludnie;35;230;6248,44
16700;hist;032007;FS;mikrofalowki;mikrofalowki mechanicznie;PARTNER;Wschod;50;230;9329,20
16701;plan;032007;FS;mikrofalowki;mikrofalowki mechanicznie;PARTNER;Wschod;21;230;3773,96
16702;hist;032007;FS;mikrofalowki;mikrofalowki mechanicznie;PARTNER;Zachod;100;230;19250,00
16703;plan;032007;FS;mikrofalowki;mikrofalowki mechanicznie;PARTNER;Zachod;36;230;6464,59
16704;hist;032007;FS;pralki;pralki front;;Meblarze;1;1023;631,09
16705;hist;032007;FS;pralki;pralki front;;Others;52;1023;26457,91
16706;hist;032007;FS;pralki;pralki front;;Polnoc;103;1023;90584,36
16707;plan;032007;FS;pralki;pralki front;;Polnoc;314;1023;244449,39
16708;hist;032007;FS;pralki;pralki front;;Poludnie;118;1023;98661,30
16709;plan;032007;FS;pralki;pralki front;;Poludnie;411;1023;344218,19
16710;hist;032007;FS;pralki;pralki front;;Sieci;930;1023;664859,06
16711;plan;032007;FS;pralki;pralki front;;Sieci;1506;1023;1046864,71
16712;hist;032007;FS;pralki;pralki front;;Wschod;6;1023;5577,36
16713;plan;032007;FS;pralki;pralki front;;Wschod;4;1023;3774,27
16714;hist;032007;FS;pralki;pralki front;;Zachod;26;1023;18200,00
16715;plan;032007;FS;pralki;pralki front;;Zachod;12;1023;9420,72
16716;hist;032007;FS;pralki;pralki front;AVANS;Poludnie;349;1023;260332,59
16717;plan;032007;FS;pralki;pralki front;AVANS;Poludnie;310;1023;251479,34
16718;hist;032007;FS;pralki;pralki front;AVANS;Wschod;430;1023;332040,39
16719;plan;032007;FS;pralki;pralki front;AVANS;Wschod;502;1023;424380,22
16720;hist;032007;FS;pralki;pralki front;AVANS;Zachod;175;1023;134915,23
16721;plan;032007;FS;pralki;pralki front;AVANS;Zachod;446;1023;351884,17
16722;plan;032007;FS;pralki;pralki front;E-WORLD;Sieci;2;1023;1736,87
16723;hist;032007;FS;pralki;pralki front;G7;Polnoc;13;1023;12216,75
16724;plan;032007;FS;pralki;pralki front;G7;Polnoc;40;1023;33715,81
16725;hist;032007;FS;pralki;pralki front;G7;Poludnie;215;1023;190904,72
16726;plan;032007;FS;pralki;pralki front;G7;Poludnie;184;1023;150414,14
16727;hist;032007;FS;pralki;pralki front;G7;Sieci;16;1023;13219,30
16728;plan;032007;FS;pralki;pralki front;G7;Sieci;273;1023;210559,08
16729;plan;032007;FS;pralki;pralki front;G7;Zachod;2;1023;1879,32
16730;hist;032007;FS;pralki;pralki front;MEDIA EXPERT;Polnoc;170;1023;130911,30
16731;plan;032007;FS;pralki;pralki front;MEDIA EXPERT;Polnoc;212;1023;172461,82
16732;hist;032007;FS;pralki;pralki front;MEDIA EXPERT;Poludnie;444;1023;348078,55
16733;plan;032007;FS;pralki;pralki front;MEDIA EXPERT;Poludnie;258;1023;212804,77
16734;hist;032007;FS;pralki;pralki front;MEDIA EXPERT;Zachod;51;1023;42001,00
16735;plan;032007;FS;pralki;pralki front;MEDIA EXPERT;Zachod;85;1023;69168,55
16736;hist;032007;FS;pralki;pralki front;MEDIA MARKT;Sieci;210;1023;167662,32
16737;plan;032007;FS;pralki;pralki front;MEDIA MARKT;Sieci;550;1023;468513,80
16738;hist;032007;FS;pralki;pralki front;NEONET;Zachod;481;1023;371254,63
16739;plan;032007;FS;pralki;pralki front;NEONET;Zachod;717;1023;592265,63
16740;hist;032007;FS;pralki;pralki front;OKAY;Sieci;51;1023;35999,50
16741;plan;032007;FS;pralki;pralki front;OKAY;Sieci;40;1023;33745,45
16742;hist;032007;FS;pralki;pralki front;PARTNER;Polnoc;219;1023;162255,00
16743;plan;032007;FS;pralki;pralki front;PARTNER;Polnoc;49;1023;38949,10
16744;hist;032007;FS;pralki;pralki front;PARTNER;Poludnie;193;1023;135558,00
16745;plan;032007;FS;pralki;pralki front;PARTNER;Poludnie;273;1023;229797,28
16746;hist;032007;FS;pralki;pralki front;PARTNER;Wschod;94;1023;76799,85
16747;plan;032007;FS;pralki;pralki front;PARTNER;Wschod;116;1023;99210,52
16748;hist;032007;FS;pralki;pralki front;PARTNER;Zachod;224;1023;188346,90
16749;plan;032007;FS;pralki;pralki front;PARTNER;Zachod;363;1023;305166,15
16750;hist;032007;FS;sprzet grzejny;kuchnie;;Meblarze;1;973;542,69
16751;hist;032007;FS;sprzet grzejny;kuchnie;;Others;57;973;32752,37
16752;hist;032007;FS;sprzet grzejny;kuchnie;;Polnoc;1283;973;913127,80
16753;plan;032007;FS;sprzet grzejny;kuchnie;;Polnoc;1467;973;1114638,57
16754;hist;032007;FS;sprzet grzejny;kuchnie;;Poludnie;1254;973;977990,46
16755;plan;032007;FS;sprzet grzejny;kuchnie;;Poludnie;735;973;572392,11
16756;hist;032007;FS;sprzet grzejny;kuchnie;;Sieci;2404;973;1683236,00
16757;plan;032007;FS;sprzet grzejny;kuchnie;;Sieci;2347;973;1636073,37
16758;hist;032007;FS;sprzet grzejny;kuchnie;;Wschod;14;973;12900,51
16759;plan;032007;FS;sprzet grzejny;kuchnie;;Wschod;15;973;11112,91
16760;hist;032007;FS;sprzet grzejny;kuchnie;;Zachod;74;973;43114,11
16761;plan;032007;FS;sprzet grzejny;kuchnie;;Zachod;49;973;36418,29
16762;hist;032007;FS;sprzet grzejny;kuchnie;AVANS;Poludnie;386;973;307339,96
16763;plan;032007;FS;sprzet grzejny;kuchnie;AVANS;Poludnie;414;973;332561,63
16764;hist;032007;FS;sprzet grzejny;kuchnie;AVANS;Wschod;1216;973;1014289,58
16765;plan;032007;FS;sprzet grzejny;kuchnie;AVANS;Wschod;1091;973;884620,68
16766;hist;032007;FS;sprzet grzejny;kuchnie;AVANS;Zachod;409;973;336616,34
16767;plan;032007;FS;sprzet grzejny;kuchnie;AVANS;Zachod;936;973;751348,79
16768;hist;032007;FS;sprzet grzejny;kuchnie;E-WORLD;Sieci;4;973;2233,86
16769;plan;032007;FS;sprzet grzejny;kuchnie;E-WORLD;Sieci;10;973;4451,43
16770;hist;032007;FS;sprzet grzejny;kuchnie;G7;Polnoc;79;973;72897,05
16771;plan;032007;FS;sprzet grzejny;kuchnie;G7;Polnoc;201;973;156903,87
16772;hist;032007;FS;sprzet grzejny;kuchnie;G7;Poludnie;516;973;458682,44
16773;plan;032007;FS;sprzet grzejny;kuchnie;G7;Poludnie;403;973;296709,54
16774;hist;032007;FS;sprzet grzejny;kuchnie;G7;Sieci;269;973;186134,18
16775;plan;032007;FS;sprzet grzejny;kuchnie;G7;Sieci;184;973;132545,58
16776;hist;032007;FS;sprzet grzejny;kuchnie;G7;Zachod;35;973;30471,96
16777;plan;032007;FS;sprzet grzejny;kuchnie;G7;Zachod;15;973;10572,91
16778;hist;032007;FS;sprzet grzejny;kuchnie;MEDIA EXPERT;Polnoc;288;973;233330,93
16779;plan;032007;FS;sprzet grzejny;kuchnie;MEDIA EXPERT;Polnoc;328;973;269152,15
16780;hist;032007;FS;sprzet grzejny;kuchnie;MEDIA EXPERT;Poludnie;486;973;412614,66
16781;plan;032007;FS;sprzet grzejny;kuchnie;MEDIA EXPERT;Poludnie;343;973;273702,56
16782;hist;032007;FS;sprzet grzejny;kuchnie;MEDIA EXPERT;Zachod;174;973;130150,00
16783;plan;032007;FS;sprzet grzejny;kuchnie;MEDIA EXPERT;Zachod;204;973;158919,53
16784;hist;032007;FS;sprzet grzejny;kuchnie;MEDIA MARKT;Sieci;649;973;608395,98
16785;plan;032007;FS;sprzet grzejny;kuchnie;MEDIA MARKT;Sieci;745;973;540370,18
16786;hist;032007;FS;sprzet grzejny;kuchnie;NEONET;Zachod;2275;973;1688900,27
16787;plan;032007;FS;sprzet grzejny;kuchnie;NEONET;Zachod;1733;973;1361531,30
16788;hist;032007;FS;sprzet grzejny;kuchnie;OKAY;Sieci;8;973;6228,30
16789;plan;032007;FS;sprzet grzejny;kuchnie;OKAY;Sieci;72;973;55765,76
16790;hist;032007;FS;sprzet grzejny;kuchnie;PARTNER;Polnoc;76;973;57148,32
16791;plan;032007;FS;sprzet grzejny;kuchnie;PARTNER;Polnoc;62;973;49111,73
16792;hist;032007;FS;sprzet grzejny;kuchnie;PARTNER;Poludnie;288;973;220698,53
16793;plan;032007;FS;sprzet grzejny;kuchnie;PARTNER;Poludnie;442;973;345930,66
16794;hist;032007;FS;sprzet grzejny;kuchnie;PARTNER;Wschod;274;973;224022,46
16795;plan;032007;FS;sprzet grzejny;kuchnie;PARTNER;Wschod;233;973;177833,75
16796;hist;032007;FS;sprzet grzejny;kuchnie;PARTNER;Zachod;1304;973;1187082,58
16797;plan;032007;FS;sprzet grzejny;kuchnie;PARTNER;Zachod;889;973;703202,32
16798;hist;032007;FS;zmywarki;zmywarki 45;;Others;3;1355;2000,76
16799;hist;032007;FS;zmywarki;zmywarki 45;;Polnoc;2;1355;2134,13
16800;plan;032007;FS;zmywarki;zmywarki 45;;Polnoc;11;1355;11033,30
16801;hist;032007;FS;zmywarki;zmywarki 45;;Poludnie;45;1355;53005,05
16802;plan;032007;FS;zmywarki;zmywarki 45;;Poludnie;20;1355;21611,39
16803;hist;032007;FS;zmywarki;zmywarki 45;;Sieci;157;1355;125241,77
16804;plan;032007;FS;zmywarki;zmywarki 45;;Sieci;33;1355;32932,77
16805;plan;032007;FS;zmywarki;zmywarki 45;;Wschod;1;1355;964,13
16806;plan;032007;FS;zmywarki;zmywarki 45;;Zachod;1;1355;885,60
16807;hist;032007;FS;zmywarki;zmywarki 45;AVANS;Poludnie;5;1355;5936,50
16808;plan;032007;FS;zmywarki;zmywarki 45;AVANS;Poludnie;4;1355;4365,86
16809;hist;032007;FS;zmywarki;zmywarki 45;AVANS;Wschod;6;1355;7313,66
16810;plan;032007;FS;zmywarki;zmywarki 45;AVANS;Wschod;9;1355;9817,81
16811;hist;032007;FS;zmywarki;zmywarki 45;AVANS;Zachod;2;1355;2473,54
16812;plan;032007;FS;zmywarki;zmywarki 45;AVANS;Zachod;8;1355;8612,14
16813;plan;032007;FS;zmywarki;zmywarki 45;G7;Polnoc;3;1355;3266,49
16814;plan;032007;FS;zmywarki;zmywarki 45;G7;Poludnie;19;1355;19081,87
16815;hist;032007;FS;zmywarki;zmywarki 45;G7;Sieci;3;1355;3804,66
16816;plan;032007;FS;zmywarki;zmywarki 45;G7;Sieci;3;1355;3121,62
16817;plan;032007;FS;zmywarki;zmywarki 45;MEDIA EXPERT;Polnoc;2;1355;2274,70
16818;plan;032007;FS;zmywarki;zmywarki 45;MEDIA EXPERT;Poludnie;2;1355;1861,92
16819;plan;032007;FS;zmywarki;zmywarki 45;MEDIA EXPERT;Zachod;3;1355;3447,23
16820;hist;032007;FS;zmywarki;zmywarki 45;MEDIA MARKT;Sieci;20;1355;24679,12
16821;plan;032007;FS;zmywarki;zmywarki 45;MEDIA MARKT;Sieci;10;1355;9320,70
16822;hist;032007;FS;zmywarki;zmywarki 45;NEONET;Zachod;2;1355;2447,66
16823;plan;032007;FS;zmywarki;zmywarki 45;NEONET;Zachod;12;1355;12671,40
16824;plan;032007;FS;zmywarki;zmywarki 45;PARTNER;Polnoc;1;1355;942,82
16825;hist;032007;FS;zmywarki;zmywarki 45;PARTNER;Poludnie;3;1355;3579,45
16826;plan;032007;FS;zmywarki;zmywarki 45;PARTNER;Poludnie;13;1355;14084,17
16827;hist;032007;FS;zmywarki;zmywarki 45;PARTNER;Wschod;1;1355;1244,47
16828;plan;032007;FS;zmywarki;zmywarki 45;PARTNER;Wschod;2;1355;1845,34
16829;plan;032007;FS;zmywarki;zmywarki 45;PARTNER;Zachod;11;1355;11621,68
16830;hist;032007;FS;zmywarki;zmywarki 60;;Others;5;1351;4583,42
16831;hist;032007;FS;zmywarki;zmywarki 60;;Polnoc;3;1351;3748,97
16832;plan;032007;FS;zmywarki;zmywarki 60;;Polnoc;4;1351;4057,80
16833;hist;032007;FS;zmywarki;zmywarki 60;;Poludnie;30;1351;35336,70
16834;plan;032007;FS;zmywarki;zmywarki 60;;Poludnie;15;1351;16056,23
16835;hist;032007;FS;zmywarki;zmywarki 60;;Sieci;87;1351;77082,55
16836;plan;032007;FS;zmywarki;zmywarki 60;;Sieci;57;1351;52317,22
16837;hist;032007;FS;zmywarki;zmywarki 60;;Wschod;1;1351;959,42
16838;hist;032007;FS;zmywarki;zmywarki 60;AVANS;Poludnie;5;1351;5936,50
16839;plan;032007;FS;zmywarki;zmywarki 60;AVANS;Poludnie;4;1351;4315,87
16840;hist;032007;FS;zmywarki;zmywarki 60;AVANS;Wschod;3;1351;3561,90
16841;plan;032007;FS;zmywarki;zmywarki 60;AVANS;Wschod;14;1351;15626,08
16842;plan;032007;FS;zmywarki;zmywarki 60;AVANS;Zachod;5;1351;5514,86
16843;plan;032007;FS;zmywarki;zmywarki 60;G7;Polnoc;3;1351;3271,27
16844;hist;032007;FS;zmywarki;zmywarki 60;G7;Poludnie;20;1351;23422,40
16845;plan;032007;FS;zmywarki;zmywarki 60;G7;Poludnie;9;1351;9244,37
16846;hist;032007;FS;zmywarki;zmywarki 60;G7;Sieci;2;1351;2536,44
16847;hist;032007;FS;zmywarki;zmywarki 60;G7;Zachod;2;1351;1875,22
16848;plan;032007;FS;zmywarki;zmywarki 60;MEDIA EXPERT;Polnoc;2;1351;2307,54
16849;plan;032007;FS;zmywarki;zmywarki 60;MEDIA EXPERT;Poludnie;2;1351;2334,76
16850;plan;032007;FS;zmywarki;zmywarki 60;MEDIA EXPERT;Zachod;1;1351;1341,26
16851;hist;032007;FS;zmywarki;zmywarki 60;MEDIA MARKT;Sieci;22;1351;28409,76
16852;plan;032007;FS;zmywarki;zmywarki 60;MEDIA MARKT;Sieci;15;1351;19094,29
16853;plan;032007;FS;zmywarki;zmywarki 60;NEONET;Zachod;19;1351;20806,62
16854;plan;032007;FS;zmywarki;zmywarki 60;OKAY;Sieci;1;1351;1289,23
16855;hist;032007;FS;zmywarki;zmywarki 60;PARTNER;Poludnie;2;1351;2386,30
16856;plan;032007;FS;zmywarki;zmywarki 60;PARTNER;Poludnie;9;1351;9880,12
16857;plan;032007;FS;zmywarki;zmywarki 60;PARTNER;Wschod;1;1351;1319,21
16858;hist;032007;FS;zmywarki;zmywarki 60;PARTNER;Zachod;11;1351;14313,30
16859;plan;032007;FS;zmywarki;zmywarki 60;PARTNER;Zachod;15;1351;16240,82
16860;hist;042007;BI;chlodnictwo;chlodziarki;;Meblarze;3;933;2354,93
16861;plan;042007;BI;chlodnictwo;chlodziarki;;Meblarze;4;933;3065,02
16862;hist;042007;BI;chlodnictwo;chlodziarki;;Others;4;933;1862,65
16863;hist;042007;BI;chlodnictwo;chlodziarki;;Polnoc;2;933;1589,04
16864;plan;042007;BI;chlodnictwo;chlodziarki;;Polnoc;2;933;1674,98
16865;hist;042007;BI;chlodnictwo;chlodziarki;;Poludnie;12;933;10058,13
16866;plan;042007;BI;chlodnictwo;chlodziarki;;Poludnie;4;933;2964,79
16867;hist;042007;BI;chlodnictwo;chlodziarki;;Sieci;57;933;37519,19
16868;plan;042007;BI;chlodnictwo;chlodziarki;;Sieci;23;933;15916,39
16869;hist;042007;BI;chlodnictwo;chlodziarki;;Wschod;1;933;743,44
16870;hist;042007;BI;chlodnictwo;chlodziarki;;Zachod;3;933;2252,61
16871;hist;042007;BI;chlodnictwo;chlodziarki;AVANS;Poludnie;4;933;2907,54
16872;plan;042007;BI;chlodnictwo;chlodziarki;AVANS;Poludnie;4;933;3133,15
16873;hist;042007;BI;chlodnictwo;chlodziarki;AVANS;Wschod;5;933;4424,46
16874;hist;042007;BI;chlodnictwo;chlodziarki;AVANS;Zachod;19;933;14004,52
16875;plan;042007;BI;chlodnictwo;chlodziarki;AVANS;Zachod;6;933;4795,47
16876;plan;042007;BI;chlodnictwo;chlodziarki;BRW-SA;Meblarze;2;933;1581,37
16877;hist;042007;BI;chlodnictwo;chlodziarki;G7;Polnoc;4;933;3380,08
16878;plan;042007;BI;chlodnictwo;chlodziarki;G7;Polnoc;5;933;3701,74
16879;hist;042007;BI;chlodnictwo;chlodziarki;G7;Poludnie;13;933;10118,66
16880;plan;042007;BI;chlodnictwo;chlodziarki;G7;Poludnie;15;933;10576,37
16881;hist;042007;BI;chlodnictwo;chlodziarki;G7;Sieci;15;933;9000,00
16882;plan;042007;BI;chlodnictwo;chlodziarki;G7;Sieci;8;933;5857,10
16883;hist;042007;BI;chlodnictwo;chlodziarki;G7;Zachod;3;933;2765,69
16884;plan;042007;BI;chlodnictwo;chlodziarki;G7;Zachod;3;933;2128,78
16885;hist;042007;BI;chlodnictwo;chlodziarki;MEDIA EXPERT;Polnoc;1;933;803,25
16886;plan;042007;BI;chlodnictwo;chlodziarki;MEDIA EXPERT;Poludnie;1;933;756,10
16887;hist;042007;BI;chlodnictwo;chlodziarki;MEDIA EXPERT;Zachod;1;933;737,17
16888;hist;042007;BI;chlodnictwo;chlodziarki;MEDIA MARKT;Sieci;1;933;638,86
16889;hist;042007;BI;chlodnictwo;chlodziarki;NEONET;Zachod;9;933;8397,00
16890;hist;042007;BI;chlodnictwo;chlodziarki;PARTNER;Poludnie;6;933;4355,60
16891;plan;042007;BI;chlodnictwo;chlodziarki;PARTNER;Poludnie;6;933;4676,21
16892;hist;042007;BI;chlodnictwo;chlodziarki;PARTNER;Wschod;2;933;1558,30
16893;hist;042007;BI;chlodnictwo;chlodziarki;PARTNER;Zachod;6;933;4450,08
16894;plan;042007;BI;chlodnictwo;chlodziarki;PARTNER;Zachod;5;933;4088,57
16895;hist;042007;BI;chlodnictwo;lodowki dwudrzwiowe;;Meblarze;1;1145;1011,86
16896;plan;042007;BI;chlodnictwo;lodowki dwudrzwiowe;;Meblarze;6;1145;5128,09
16897;hist;042007;BI;chlodnictwo;lodowki dwudrzwiowe;;Others;11;1145;3546,62
16898;plan;042007;BI;chlodnictwo;lodowki dwudrzwiowe;;Poludnie;1;1145;908,71
16899;hist;042007;BI;chlodnictwo;lodowki dwudrzwiowe;;Sieci;5;1145;4591,95
16900;plan;042007;BI;chlodnictwo;lodowki dwudrzwiowe;;Sieci;5;1145;4220,63
16901;plan;042007;BI;chlodnictwo;lodowki dwudrzwiowe;AVANS;Poludnie;1;1145;986,30
16902;hist;042007;BI;chlodnictwo;lodowki dwudrzwiowe;AVANS;Zachod;1;1145;991,14
16903;plan;042007;BI;chlodnictwo;lodowki dwudrzwiowe;AVANS;Zachod;1;1145;968,66
16904;plan;042007;BI;chlodnictwo;lodowki dwudrzwiowe;E-WORLD;Sieci;1;1145;871,09
16905;plan;042007;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Polnoc;1;1145;888,73
16906;hist;042007;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Poludnie;3;1145;1673,39
16907;plan;042007;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Poludnie;6;1145;5175,21
16908;hist;042007;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Sieci;11;1145;10371,96
16909;plan;042007;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Sieci;3;1145;2713,37
16910;hist;042007;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Wschod;3;1145;2959,05
16911;plan;042007;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Zachod;1;1145;874,62
16912;hist;042007;BI;chlodnictwo;lodowki dwudrzwiowe;MEDIA EXPERT;Poludnie;1;1145;1081,52
16913;hist;042007;BI;chlodnictwo;lodowki dwudrzwiowe;NEONET;Zachod;10;1145;10501,55
16914;hist;042007;BI;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Poludnie;3;1145;3155,37
16915;plan;042007;BI;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Poludnie;2;1145;1975,77
16916;plan;042007;BI;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Zachod;3;1145;3000,89
16917;hist;042007;BI;chlodnictwo;lodowki kombi;;Meblarze;42;1372;42315,30
16918;plan;042007;BI;chlodnictwo;lodowki kombi;;Meblarze;19;1372;19717,82
16919;hist;042007;BI;chlodnictwo;lodowki kombi;;Others;2;1372;1968,37
16920;hist;042007;BI;chlodnictwo;lodowki kombi;;Polnoc;8;1372;9160,52
16921;plan;042007;BI;chlodnictwo;lodowki kombi;;Polnoc;7;1372;7220,00
16922;hist;042007;BI;chlodnictwo;lodowki kombi;;Poludnie;31;1372;33729,82
16923;plan;042007;BI;chlodnictwo;lodowki kombi;;Poludnie;13;1372;13584,46
16924;hist;042007;BI;chlodnictwo;lodowki kombi;;Sieci;95;1372;96767,84
16925;plan;042007;BI;chlodnictwo;lodowki kombi;;Sieci;46;1372;47330,26
16926;hist;042007;BI;chlodnictwo;lodowki kombi;;Wschod;4;1372;5349,13
16927;plan;042007;BI;chlodnictwo;lodowki kombi;;Wschod;2;1372;2050,00
16928;hist;042007;BI;chlodnictwo;lodowki kombi;;Zachod;4;1372;4561,37
16929;plan;042007;BI;chlodnictwo;lodowki kombi;;Zachod;4;1372;4100,00
16930;hist;042007;BI;chlodnictwo;lodowki kombi;AVANS;Poludnie;24;1372;25527,29
16931;plan;042007;BI;chlodnictwo;lodowki kombi;AVANS;Poludnie;11;1372;11636,44
16932;hist;042007;BI;chlodnictwo;lodowki kombi;AVANS;Wschod;5;1372;5834,05
16933;plan;042007;BI;chlodnictwo;lodowki kombi;AVANS;Wschod;128;1372;127401,84
16934;hist;042007;BI;chlodnictwo;lodowki kombi;AVANS;Zachod;15;1372;16315,09
16935;plan;042007;BI;chlodnictwo;lodowki kombi;AVANS;Zachod;13;1372;13663,27
16936;hist;042007;BI;chlodnictwo;lodowki kombi;BRW-SA;Meblarze;12;1372;12624,53
16937;plan;042007;BI;chlodnictwo;lodowki kombi;BRW-SA;Meblarze;11;1372;11630,63
16938;hist;042007;BI;chlodnictwo;lodowki kombi;G7;Polnoc;34;1372;35251,79
16939;plan;042007;BI;chlodnictwo;lodowki kombi;G7;Polnoc;14;1372;14726,37
16940;hist;042007;BI;chlodnictwo;lodowki kombi;G7;Poludnie;66;1372;68753,32
16941;plan;042007;BI;chlodnictwo;lodowki kombi;G7;Poludnie;38;1372;39750,22
16942;hist;042007;BI;chlodnictwo;lodowki kombi;G7;Sieci;16;1372;15867,60
16943;plan;042007;BI;chlodnictwo;lodowki kombi;G7;Sieci;18;1372;18913,29
16944;hist;042007;BI;chlodnictwo;lodowki kombi;G7;Wschod;11;1372;11771,10
16945;plan;042007;BI;chlodnictwo;lodowki kombi;G7;Wschod;62;1372;58004,93
16946;hist;042007;BI;chlodnictwo;lodowki kombi;G7;Zachod;3;1372;3733,97
16947;plan;042007;BI;chlodnictwo;lodowki kombi;G7;Zachod;14;1372;14779,28
16948;plan;042007;BI;chlodnictwo;lodowki kombi;MEDIA EXPERT;Polnoc;2;1372;2050,00
16949;hist;042007;BI;chlodnictwo;lodowki kombi;MEDIA EXPERT;Poludnie;17;1372;18497,33
16950;plan;042007;BI;chlodnictwo;lodowki kombi;MEDIA EXPERT;Poludnie;3;1372;3120,00
16951;plan;042007;BI;chlodnictwo;lodowki kombi;MEDIA EXPERT;Zachod;1;1372;1070,00
16952;hist;042007;BI;chlodnictwo;lodowki kombi;MEDIA MARKT;Sieci;57;1372;63240,58
16953;plan;042007;BI;chlodnictwo;lodowki kombi;MEDIA MARKT;Sieci;27;1372;28529,98
16954;hist;042007;BI;chlodnictwo;lodowki kombi;NEONET;Zachod;33;1372;38760,74
16955;hist;042007;BI;chlodnictwo;lodowki kombi;PARTNER;Poludnie;24;1372;25088,10
16956;plan;042007;BI;chlodnictwo;lodowki kombi;PARTNER;Poludnie;15;1372;15792,43
16957;hist;042007;BI;chlodnictwo;lodowki kombi;PARTNER;Wschod;11;1372;12335,36
16958;plan;042007;BI;chlodnictwo;lodowki kombi;PARTNER;Wschod;24;1372;23342,93
16959;hist;042007;BI;chlodnictwo;lodowki kombi;PARTNER;Zachod;24;1372;24558,78
16960;plan;042007;BI;chlodnictwo;lodowki kombi;PARTNER;Zachod;17;1372;18180,52
16961;hist;042007;BI;chlodnictwo;zamrazarki;;Others;6;926;2213,10
16962;hist;042007;BI;chlodnictwo;zamrazarki;;Polnoc;1;926;834,18
16963;hist;042007;BI;chlodnictwo;zamrazarki;;Poludnie;2;926;1597,46
16964;hist;042007;BI;chlodnictwo;zamrazarki;;Sieci;1;926;834,18
16965;plan;042007;BI;chlodnictwo;zamrazarki;;Sieci;1;926;653,45
16966;plan;042007;BI;chlodnictwo;zamrazarki;G7;Polnoc;1;926;700,71
16967;hist;042007;BI;chlodnictwo;zamrazarki;G7;Poludnie;2;926;1526,52
16968;plan;042007;BI;chlodnictwo;zamrazarki;G7;Poludnie;1;926;667,35
16969;plan;042007;BI;mikrofalowki;mikrofalowki elektronicznie;;Meblarze;1;1168;937,40
16970;hist;042007;BI;mikrofalowki;mikrofalowki elektronicznie;;Others;2;1168;1168,84
16971;hist;042007;BI;mikrofalowki;mikrofalowki elektronicznie;;Polnoc;3;1168;3071,72
16972;plan;042007;BI;mikrofalowki;mikrofalowki elektronicznie;;Polnoc;2;1168;1907,55
16973;hist;042007;BI;mikrofalowki;mikrofalowki elektronicznie;;Poludnie;3;1168;2850,81
